OrderID,CustomerID,ProductID,Quantity,OrderDate
o05092,322,p155,2,2025-11-28
o05093,2,p098,1,2024-09-21
o05094,897,p193,4,2026-02-15
o05095,975,p132,3,2026-01-12
o05096,543,p120,4,2024-07-28
o05097,1413,p097,1,2025-07-21
o05098,780,p056,4,2026-03-21
o05099,305,p171,5,2024-12-05
o05100,1216,p079,3,2025-08-05
o05101,202,p186,2,2025-09-24
o05102,1324,p013,2,2025-03-23
o05103,1621,p076,5,2025-11-07
o05104,177,p025,4,2024-10-14
o05105,1129,p073,1,2026-01-28
o05106,969,p116,2,2024-10-30
o05107,1025,p027,4,2025-07-29
o05108,1927,p137,1,2024-11-08
o05109,581,p119,4,2024-08-23
o05110,698,p048,1,2026-01-23
o05111,58,p042,1,2025-05-03
o05112,2014,p151,5,2025-05-22
o05113,748,p027,2,2026-06-15
o05114,1070,p133,4,2024-11-13
o05115,703,p147,5,2025-05-02
o05116,1394,p189,4,2026-05-22
o05117,1794,p060,4,2024-10-07
o05118,949,p139,2,2026-04-02
o05119,471,p132,2,2025-05-21
o05120,1305,p105,1,2025-03-26
o05121,1387,p059,5,2025-05-11
o05122,1842,p190,1,2024-11-29
o05123,2019,p180,5,2026-03-29
o05124,1756,p104,1,2024-07-15
o05125,1858,p123,1,2025-01-14
o05126,1650,p128,2,2025-01-14
o05127,1660,p133,2,2024-06-22
o05128,64,p094,1,2026-02-23
o05129,1541,p139,2,2024-07-22
o05130,346,p169,2,2026-01-06
o05131,740,p058,3,2024-07-17
o05132,1344,p173,2,2025-12-22
o05133,354,p101,3,2026-02-27
o05134,61,p199,3,2024-10-03
o05135,1833,p027,3,2025-01-17
o05136,1659,p146,2,2024-09-25
o05137,299,p134,2,2026-04-04
o05138,298,p147,2,2025-09-08
o05139,1341,p146,4,2025-11-13
o05140,1871,p194,5,2025-03-12
o05141,162,p143,5,2024-12-30
o05142,1100,p061,4,2025-01-31
o05143,1183,p999,5,2025-08-19
o05144,67,p041,2,2026-01-23
o05145,155,p085,1,2026-02-18
o05146,942,p170,5,2025-08-16
o05147,1775,p185,5,2025-02-08
o05148,1028,p130,3,2025-09-19
o05149,533,p077,5,2025-01-04
o05150,1384,p189,5,2024-10-10
o05151,271,p166,1,2024-12-06
o05152,1162,p089,4,2024-12-02
o05153,1876,p193,1,2025-03-17
o05154,1808,p024,3,2026-06-15
o05155,734,p061,5,2026-04-19
o05156,1646,p115,4,2026-05-13
o05157,1957,p051,5,2025-11-20
o05158,765,p007,5,2025-07-11
o05159,1852,p071,4,2025-12-26
o05160,320,p158,1,2025-08-21
o05161,1890,p127,5,2025-07-05
o05162,2018,p099,5,2026-02-27
o05163,615,p160,5,2025-05-21
o05164,1788,p130,4,2026-06-14
o05165,631,p034,3,2024-07-05
o05166,804,p127,1,2024-11-19
o05167,1304,p175,5,2025-11-06
o05168,3,p103,2,2026-05-11
o05169,973,p095,1,2025-04-04
o05170,1104,p008,3,2025-06-26
o05171,1599,p098,5,2025-02-28
o05172,1360,p176,4,2025-02-20
o05173,157,p008,1,2025-05-25
o05174,688,p072,5,2024-09-07
o05175,721,p200,3,2026-05-31
o05176,1535,p069,3,2025-08-26
o05177,748,p135,4,2024-06-29
o05178,1887,p152,4,2025-08-30
o05179,804,p036,3,2025-05-23
o05180,1205,p048,2,2026-03-04
o05181,546,p175,5,2026-01-04
o05182,1103,p101,2,2025-11-21
o05183,797,p140,5,2024-11-16
o05184,423,p088,4,2026-03-08
o05185,674,p067,1,2024-07-30
o05186,1343,p048,5,2025-08-16
o05187,1384,p185,4,2024-07-25
o05188,729,p088,4,2024-07-20
o05189,687,p148,2,2024-08-23
o05190,1654,p151,2,2025-11-16
o05191,911,p088,5,2025-05-06
o05192,1516,p027,2,2026-03-01
o05193,436,p144,4,2026-01-03
o05194,1513,p094,1,2024-07-06
o05195,2006,p133,3,2024-10-26
o05196,1583,p144,3,2025-06-20
o05197,65,p157,3,2026-03-10
o05198,1998,p198,3,2024-06-23
o05199,1072,p058,1,2025-08-20
o05200,796,p079,5,2025-03-10
o05201,492,p173,5,2024-09-16
o05202,306,p029,4,2025-03-01
o05203,1984,p043,1,2025-07-24
o05204,816,p134,3,2025-06-24
o05205,967,p069,1,2026-04-03
o05206,353,p094,2,2024-07-14
o05207,1616,p079,1,2025-05-26
o05208,1333,p076,4,2026-04-09
o05209,441,p084,3,2026-01-17
o05210,829,p028,2,2024-09-16
o05211,711,p094,5,2026-01-18
o05212,879,p108,4,2025-05-12
o05213,399,p061,4,2024-11-30
o05214,1833,p082,1,2026-01-28
o05215,66,p159,3,2024-09-20
o05216,614,p179,1,2025-08-14
o05217,1162,p198,1,2026-04-29
o05218,145,p199,3,2024-11-25
o05219,727,p117,4,2025-07-02
o05220,500,p179,5,2024-10-28
o05221,1937,p144,1,2025-10-09
o05222,540,p194,4,2026-06-06
o05223,28,p070,3,2025-06-21
o05224,532,p061,5,2026-05-01
o05225,1427,p103,2,2025-06-29
o05226,561,p085,5,2025-11-08
o05227,1754,p107,1,2025-05-22
o05228,1329,p198,5,2026-04-09
o05229,1702,p194,4,2025-07-26
o05230,1812,p072,3,2025-07-27
o05231,687,p036,4,2025-04-13
o05232,1384,p131,3,2025-08-18
o05233,1146,p139,3,2025-05-25
o05234,1729,p094,3,2024-12-11
o05235,1180,p046,5,2025-11-03
o05236,528,p078,5,2024-06-23
o05237,487,p022,4,2025-06-12
o05238,1362,p007,2,2026-03-09
o05239,26,p011,1,2024-10-19
o05240,639,p079,3,2024-10-27
o05241,941,p151,2,2024-09-10
o05242,298,p061,2,2025-11-18
o05243,475,p084,3,2025-04-22
o05244,284,p054,1,2024-12-22
o05245,1328,p088,4,2024-06-25
o05246,139,p134,2,2025-04-26
o05247,1744,p143,2,2025-06-10
o05248,412,p073,3,2026-04-20
o05249,1165,p134,5,2024-07-30
o05250,1570,p099,5,2026-03-14
o05251,2010,p037,4,2025-04-26
o05252,910,p109,4,2024-09-13
o05253,1807,p185,3,2024-11-17
o05254,1693,p039,1,2025-09-24
o05255,532,p094,5,2025-10-10
o05256,687,p095,3,2025-04-14
o05257,857,p018,5,2025-07-26
o05258,895,p045,5,2025-03-05
o05259,434,p189,2,2024-08-06
o05260,780,p017,2,2025-04-14
o05261,820,p156,2,2024-11-25
o05262,30,p161,3,2026-03-21
o05263,380,p016,4,2026-06-01
o05264,34,p024,5,2025-06-13
o05265,1003,p107,3,2025-06-11
o05266,2006,p041,2,2025-06-02
o05267,1898,p089,1,2025-02-13
o05268,677,p197,4,2026-01-18
o05269,1655,p133,1,2025-11-04
o05270,1868,p046,2,2025-10-28
o05271,1434,p123,4,2025-01-17
o05272,1315,p067,3,2024-08-05
o05273,1089,p124,2,2024-08-16
o05274,1553,p040,5,2024-09-08
o05275,134,p084,2,2026-06-13
o05276,370,p131,4,2025-04-28
o05277,1567,p169,5,2025-05-10
o05278,988,p187,1,2025-01-29
o05279,1608,p014,5,2025-02-18
o05280,745,p184,4,2026-04-05
o05281,496,p166,4,2025-08-17
o05282,720,p017,4,2025-06-12
o05283,881,p051,4,2025-05-02
o05284,890,p145,5,2024-12-05
o05285,763,p008,3,2025-04-23
o05286,745,p045,2,2025-02-06
o05287,877,p190,4,2025-12-28
o05288,702,p026,4,2025-11-04
o05289,1340,p169,5,2025-04-01
o05290,309,p164,3,2024-06-30
o05291,968,p142,5,2025-10-03
o05292,590,p061,2,2025-02-23
o05293,1332,p168,3,2025-07-18
o05294,1002,p148,5,2025-02-14
o05295,833,p082,5,2024-08-05
o05296,1262,p069,4,2026-05-19
o05297,501,p126,4,2024-12-06
o05298,2020,p057,2,2026-01-22
o05299,1611,p075,2,2024-11-26
o05300,81,p147,3,2026-02-03
o05301,1070,p065,5,2024-08-28
o05302,2041,p157,1,2024-12-05
o05303,740,p115,5,2026-01-28
o05304,1798,p001,2,2026-05-16
o05305,715,p113,1,2026-03-31
o05306,664,p015,3,2025-03-12
o05307,1010,p171,5,2024-10-06
o05308,1920,p195,5,2025-03-25
o05309,2039,p185,1,2025-06-10
o05310,878,p126,3,2024-07-12
o05311,567,p149,5,2025-06-20
o05312,996,p034,2,2026-02-28
o05313,116,p173,1,2026-05-13
o05314,552,p094,4,2024-08-08
o05315,223,p141,2,2025-10-28
o05316,710,p010,1,2025-01-30
o05317,1087,p195,5,2026-04-07
o05318,2003,p156,4,2025-01-10
o05319,1796,p090,2,2025-03-03
o05320,1525,p171,5,2025-04-13
o05321,1464,p048,2,2024-11-04
o05322,1616,p016,1,2025-02-21
o05323,828,p005,3,2024-11-09
o05324,1238,p061,4,2024-08-19
o05325,336,p147,5,2026-02-13
o05326,1314,p029,4,2024-10-06
o05327,273,p089,2,2025-12-13
o05328,861,p187,5,2026-06-10
o05329,384,p006,2,2026-01-28
o05330,686,p200,5,2025-08-25
o05331,1427,p170,1,2026-05-20
o05332,379,p078,2,2026-02-23
o05333,1958,p071,5,2025-10-02
o05334,790,p015,5,2025-07-09
o05335,805,p002,5,2026-02-07
o05336,1703,p121,1,2026-06-01
o05337,862,p176,5,2025-04-17
o05338,2048,p024,5,2025-09-18
o05339,472,p038,4,2025-06-26
o05340,199,p163,2,2024-09-30
o05341,622,p030,2,2024-06-22
o05342,645,p031,4,2026-04-29
o05343,1680,p120,2,2025-10-29
o05344,220,p030,5,2026-02-08
o05345,366,p030,1,2026-04-15
o05346,1568,p104,1,2025-02-04
o05347,531,p047,1,2025-03-13
o05348,496,p159,1,2025-10-14
o05349,1829,p035,3,2024-12-08
o05350,1793,p064,2,2024-11-12
o05351,877,p010,3,2024-11-14
o05352,789,p111,4,2024-09-10
o05353,1382,p054,5,2026-04-22
o05354,55,p170,2,2024-08-08
o05355,1866,p167,3,2026-01-09
o05356,425,p039,3,2025-09-20
o05357,722,p026,1,2025-10-21
o05358,1166,p006,5,2024-09-15
o05359,1618,p161,5,2026-05-03
o05360,576,p087,1,2026-04-07
o05361,1338,p035,2,2026-05-26
o05362,1175,p097,2,2026-03-05
o05363,71,p152,2,2026-04-21
o05364,1503,p090,4,2025-06-08
o05365,271,p190,1,2024-09-29
o05366,880,p184,5,2026-04-05
o05367,1415,p033,5,2025-02-03
o05368,2034,p005,1,2025-10-15
o05369,938,p117,1,2025-11-28
o05370,582,p071,2,2025-12-15
o05371,1737,p092,5,2025-01-12
o05372,1338,p139,3,2026-01-10
o05373,1587,p079,2,2025-11-26
o05374,869,p007,3,2025-08-27
o05375,307,p191,2,2025-12-10
o05376,106,p037,4,2026-06-13
o05377,221,p109,1,2024-12-27
o05378,1483,p158,2,2026-02-24
o05379,1964,p060,5,2025-08-31
o05380,2027,p072,1,2025-11-16
o05381,682,p154,5,2026-01-15
o05382,252,p114,1,2025-02-06
o05383,1767,p110,5,2025-03-16
o05384,92,p106,2,2025-10-10
o05385,533,p033,3,2025-04-02
o05386,439,p088,3,2024-11-30
o05387,1070,p041,1,2026-03-05
o05388,909,p180,3,2026-06-05
o05389,133,p064,1,2025-05-24
o05390,511,p005,5,2026-02-25
o05391,1488,p104,4,2025-11-16
o05392,1850,p095,4,2025-08-01
o05393,1263,p160,1,2025-08-24
o05394,1520,p114,5,2025-10-13
o05395,1426,p096,3,2026-02-13
o05396,1742,p045,2,2025-01-02
o05397,1030,p123,1,2024-07-22
o05398,561,p065,4,2026-03-09
o05399,1779,p001,1,2026-01-06
o05400,181,p143,1,2025-09-01
o05401,486,p999,5,2024-12-12
o05402,503,p010,2,2024-10-16
o05403,110,p189,4,2026-01-27
o05404,942,p026,4,2025-02-19
o05405,1633,p071,1,2025-06-15
o05406,2003,p042,4,2026-02-20
o05407,175,p140,1,2024-09-15
o05408,400,p187,3,2026-03-24
o05409,1835,p028,2,2024-10-07
o05410,125,p185,1,2026-05-10
o05411,1404,p181,1,2025-03-06
o05412,1899,p022,2,2025-09-10
o05413,174,p105,4,2026-01-15
o05414,417,p064,1,2026-06-21
o05415,1893,p183,2,2025-10-31
o05416,1361,p021,1,2026-02-18
o05417,1179,p093,5,2025-04-23
o05418,1129,p126,3,2025-07-07
o05419,818,p103,2,2025-03-17
o05420,468,p181,2,2024-11-08
o05421,102,p005,5,2024-09-25
o05422,1783,p047,3,2025-05-24
o05423,1456,p115,4,2025-10-14
o05424,1760,p153,3,2025-08-02
o05425,2033,p008,2,2024-10-03
o05426,494,p144,1,2024-07-15
o05427,1368,p051,2,2025-03-17
o05428,1649,p041,4,2025-02-11
o05429,1042,p112,4,2026-05-31
o05430,1790,p039,1,2025-10-05
o05431,1447,p150,1,2026-01-21
o05432,986,p036,4,2024-10-18
o05433,78,p009,1,2026-04-09
o05434,1090,p104,4,2026-04-12
o05435,1744,p026,3,2024-11-03
o05436,1354,p161,5,2025-03-24
o05437,103,p194,1,2025-08-08
o05438,478,p013,4,2025-02-23
o05439,1990,p171,4,2026-05-03
o05440,510,p065,1,2026-01-12
o05441,81,p192,3,2025-01-21
o05442,967,p140,5,2024-11-01
o05443,279,p184,5,2024-08-09
o05444,1105,p147,1,2025-03-11
o05445,1291,p064,1,2025-07-12
o05446,1298,p999,2,2025-08-13
o05447,174,p066,5,2024-12-21
o05448,156,p151,3,2026-03-23
o05449,2036,p102,5,2024-07-11
o05450,2019,p164,2,2025-06-21
o05451,267,p051,4,2024-11-29
o05452,1799,p176,1,2024-07-11
o05453,1699,p098,5,2026-06-09
o05454,1199,p027,4,2025-04-06
o05455,1565,p026,2,2025-10-31
o05456,886,p125,3,2024-09-27
o05457,202,p125,4,2025-04-17
o05458,1091,p064,2,2026-01-15
o05459,714,p196,3,2025-06-19
o05460,1790,p047,2,2026-01-09
o05461,1185,p150,5,2026-05-06
o05462,467,p157,4,2025-09-28
o05463,61,p018,3,2026-04-26
o05464,677,p111,2,2025-06-20
o05465,108,p055,4,2025-05-01
o05466,209,p132,4,2025-02-10
o05467,703,p028,1,2025-06-04
o05468,1683,p015,2,2024-11-30
o05469,113,p162,3,2025-05-27
o05470,390,p140,1,2024-11-27
o05471,964,p095,5,2025-05-25
o05472,1838,p038,1,2024-10-08
o05473,343,p114,1,2026-02-21
o05474,1187,p170,5,2025-09-06
o05475,126,p019,5,2026-04-15
o05476,1635,p067,3,2025-08-05
o05477,567,p042,1,2025-06-05
o05478,1849,p092,5,2025-05-18
o05479,955,p147,4,2024-07-12
o05480,1532,p113,1,2025-10-09
o05481,707,p016,1,2025-08-11
o05482,1063,p139,1,2024-12-15
o05483,1716,p122,3,2025-05-03
o05484,1939,p171,1,2024-08-08
o05485,737,p049,4,2025-08-29
o05486,349,p077,5,2024-12-07
o05487,1652,p024,1,2025-03-27
o05488,647,p131,4,2025-03-14
o05489,1108,p043,5,2025-04-22
o05490,1735,p144,5,2025-12-14
o05491,617,p119,4,2025-06-15
o05492,1955,p171,1,2024-12-06
o05493,1095,p012,5,2026-04-27
o05494,1453,p059,1,2025-07-21
o05495,1060,p023,5,2025-12-16
o05496,1735,p029,3,2025-07-13
o05497,1750,p012,4,2024-11-24
o05498,1017,p046,4,2025-07-23
o05499,1164,p173,5,2024-08-30
o05500,919,p086,4,2024-12-17
o05501,1451,p028,4,2026-02-12
o05502,1631,p047,3,2025-04-23
o05503,186,p155,4,2025-07-25
o05504,1160,p157,4,2025-07-15
o05505,1572,p140,2,2025-10-05
o05506,1085,p157,4,2026-05-31
o05507,105,p069,4,2025-09-22
o05508,1280,p039,1,2024-09-11
o05509,1819,p003,2,2024-07-04
o05510,1385,p027,4,2025-08-16
o05511,584,p041,3,2026-01-10
o05512,996,p162,4,2024-10-24
o05513,1128,p139,5,2026-01-17
o05514,513,p001,5,2025-06-07
o05515,910,p069,5,2026-02-28
o05516,1639,p137,5,2025-06-19
o05517,934,p158,1,2025-03-24
o05518,1786,p036,3,2025-03-17
o05519,1619,p123,2,2025-02-18
o05520,1824,p155,5,2024-08-12
o05521,280,p109,1,2026-06-01
o05522,260,p023,3,2025-07-28
o05523,303,p055,1,2024-11-16
o05524,1017,p092,5,2025-08-25
o05525,669,p053,4,2024-10-18
o05526,443,p060,2,2025-06-18
o05527,1947,p185,4,2026-05-29
o05528,2,p088,2,2026-03-15
o05529,1019,p012,3,2026-05-06
o05530,1316,p143,5,2024-09-12
o05531,387,p103,3,2025-12-14
o05532,90,p043,3,2024-12-28
o05533,1141,p193,3,2026-02-20
o05534,2030,p038,3,2025-08-21
o05535,511,p158,1,2025-06-01
o05536,1757,p082,1,2026-02-26
o05537,792,p179,3,2025-03-30
o05538,1121,p008,5,2024-10-08
o05539,1706,p103,1,2025-06-26
o05540,1926,p194,4,2026-03-12
o05541,268,p198,5,2024-12-26
o05542,520,p180,3,2024-12-11
o05543,172,p140,5,2026-03-09
o05544,12,p103,4,2024-10-07
o05545,596,p025,3,2025-07-11
o05546,327,p114,3,2025-02-15
o05547,1695,p133,1,2025-08-22
o05548,928,p084,5,2025-10-19
o05549,757,p101,4,2026-04-30
o05550,1086,p140,4,2024-12-29
o05551,1020,p179,5,2024-11-28
o05552,1622,p179,5,2025-09-07
o05553,1804,p080,5,2026-02-04
o05554,1562,p146,3,2025-12-11
o05555,370,p084,3,2025-08-14
o05556,1070,p081,1,2025-10-24
o05557,454,p032,5,2025-03-19
o05558,553,p185,5,2026-03-31
o05559,740,p015,4,2024-10-08
o05560,1480,p064,4,2026-05-30
o05561,183,p090,1,2025-02-06
o05562,289,p122,1,2025-08-07
o05563,1731,p175,1,2025-08-13
o05564,931,p153,5,2026-03-16
o05565,1618,p054,4,2025-05-03
o05566,1288,p064,4,2026-04-24
o05567,516,p026,5,2026-03-03
o05568,1065,p084,3,2024-10-20
o05569,229,p098,4,2025-08-17
o05570,32,p013,1,2025-10-16
o05571,1234,p035,3,2025-01-07
o05572,1025,p046,1,2025-03-22
o05573,1202,p097,4,2026-02-13
o05574,1123,p190,5,2026-03-18
o05575,1782,p111,4,2025-04-09
o05576,1682,p013,3,2025-08-25
o05577,1786,p068,2,2025-01-12
o05578,59,p080,3,2025-07-01
o05579,1736,p094,4,2025-08-04
o05580,1815,p088,5,2025-03-10
o05581,120,p147,4,2025-01-15
o05582,1264,p197,3,2025-07-17
o05583,905,p050,5,2025-03-29
o05584,119,p109,2,2025-06-12
o05585,994,p999,3,2025-12-22
o05586,1058,p104,4,2025-04-10
o05587,536,p163,2,2025-07-20
o05588,1716,p087,3,2026-02-04
o05589,222,p028,4,2025-03-15
o05590,1369,p155,5,2024-12-29
o05591,1422,p059,1,2025-11-21
o05592,38,p178,4,2025-04-08
o05593,657,p048,1,2026-01-31
o05594,717,p039,3,2025-12-31
o05595,742,p196,4,2026-03-01
o05596,1754,p123,4,2024-07-31
o05597,1273,p103,2,2024-08-19
o05598,1295,p157,1,2026-04-29
o05599,1599,p008,1,2024-10-02
o05600,324,p046,3,2024-11-16
o05601,410,p024,3,2024-07-29
o05602,1029,p137,5,2025-02-08
o05603,1591,p016,1,2025-04-21
o05604,62,p028,4,2025-04-24
o05605,1623,p124,4,2024-11-11
o05606,524,p051,1,2026-01-28
o05607,709,p148,5,2025-09-04
o05608,1468,p114,1,2025-01-30
o05609,1120,p115,2,2024-07-31
o05610,1674,p068,2,2024-12-09
o05611,1741,p020,2,2024-09-05
o05612,455,p043,1,2025-06-21
o05613,836,p136,3,2024-11-16
o05614,938,p189,4,2024-11-01
o05615,1402,p059,4,2025-09-11
o05616,1417,p179,5,2025-08-08
o05617,1581,p193,5,2025-10-11
o05618,197,p119,5,2026-02-11
o05619,1436,p163,2,2024-10-27
o05620,1510,p068,5,2024-07-06
o05621,717,p080,2,2025-09-10
o05622,506,p172,5,2026-06-06
o05623,953,p129,3,2025-04-04
o05624,1038,p093,3,2024-07-28
o05625,194,p009,4,2025-09-25
o05626,1043,p079,3,2026-03-20
o05627,1169,p167,4,2024-11-10
o05628,1387,p190,2,2025-04-15
o05629,807,p020,1,2026-04-03
o05630,574,p050,2,2024-12-14
o05631,1833,p074,5,2025-06-14
o05632,2013,p175,5,2025-09-08
o05633,348,p116,4,2026-05-30
o05634,1631,p196,2,2024-08-19
o05635,995,p171,3,2025-05-15
o05636,682,p126,2,2024-08-30
o05637,126,p050,5,2024-11-03
o05638,1555,p176,2,2026-04-27
o05639,299,p122,3,2026-03-15
o05640,52,p168,5,2026-05-28
o05641,249,p018,5,2025-06-21
o05642,1586,p064,1,2026-04-24
o05643,1045,p085,2,2025-11-27
o05644,136,p099,5,2026-01-13
o05645,941,p084,5,2024-09-13
o05646,594,p069,5,2024-07-30
o05647,940,p085,2,2025-07-01
o05648,1252,p004,1,2025-12-02
o05649,426,p132,1,2025-07-12
o05650,1624,p113,4,2024-12-22
o05651,1174,p132,1,2026-04-14
o05652,1741,p089,2,2025-08-06
o05653,1143,p066,3,2026-01-30
o05654,1473,p067,3,2024-08-09
o05655,1752,p014,5,2024-10-01
o05656,862,p137,3,2026-03-10
o05657,271,p122,5,2024-06-29
o05658,891,p116,5,2026-06-22
o05659,439,p004,3,2026-01-14
o05660,987,p165,5,2025-02-20
o05661,506,p038,5,2026-01-22
o05662,1870,p129,5,2025-04-08
o05663,1047,p138,4,2025-09-16
o05664,1744,p151,5,2026-03-31
o05665,635,p196,5,2026-04-26
o05666,250,p079,3,2025-02-21
o05667,1972,p149,2,2025-02-09
o05668,1964,p027,3,2024-07-21
o05669,1841,p175,2,2025-10-14
o05670,1040,p097,2,2024-08-22
o05671,150,p023,5,2025-08-25
o05672,1562,p182,3,2026-02-01
o05673,717,p069,2,2024-07-17
o05674,835,p143,2,2026-03-04
o05675,1842,p042,5,2025-08-23
o05676,965,p061,5,2024-12-15
o05677,423,p039,1,2025-08-26
o05678,2048,p008,4,2025-08-18
o05679,644,p146,2,2026-02-11
o05680,707,p133,5,2024-08-09
o05681,203,p183,5,2024-06-28
o05682,869,p043,2,2025-10-14
o05683,497,p012,1,2024-12-31
o05684,62,p048,2,2024-07-17
o05685,720,p001,1,2026-05-29
o05686,259,p178,5,2026-02-01
o05687,1581,p119,4,2024-08-25
o05688,1555,p030,1,2025-06-06
o05689,123,p131,5,2025-06-17
o05690,1970,p184,4,2025-01-14
o05691,499,p003,5,2025-03-15
o05692,343,p076,2,2025-06-07
o05693,1527,p099,1,2026-01-06
o05694,1183,p016,2,2024-12-07
o05695,1186,p082,2,2025-08-28
o05696,349,p151,5,2025-08-03
o05697,195,p124,3,2025-10-09
o05698,1725,p999,5,2024-07-22
o05699,567,p050,3,2025-07-03
o05700,1268,p105,5,2024-09-11
o05701,1296,p174,1,2025-07-17
o05702,143,p001,2,2025-03-07
o05703,70,p118,4,2025-04-29
o05704,748,p001,3,2025-04-12
o05705,1143,p085,5,2025-06-22
o05706,1554,p113,1,2026-02-19
o05707,1358,p006,1,2026-02-13
o05708,1786,p111,4,2025-06-03
o05709,1729,p069,1,2026-03-31
o05710,303,p004,4,2025-12-27
o05711,1520,p077,1,2026-04-08
o05712,370,p181,2,2025-06-06
o05713,1156,p001,4,2025-11-14
o05714,1327,p026,4,2024-07-04
o05715,1102,p198,5,2025-09-27
o05716,1923,p011,5,2025-10-15
o05717,62,p095,5,2024-08-03
o05718,798,p111,4,2026-06-05
o05719,829,p076,5,2026-04-26
o05720,577,p097,5,2025-09-04
o05721,1660,p041,4,2025-05-27
o05722,1881,p999,1,2024-06-23
o05723,959,p139,4,2025-05-31
o05724,485,p121,5,2025-10-27
o05725,1988,p999,5,2025-04-06
o05726,298,p094,1,2025-12-18
o05727,1520,p152,4,2025-01-17
o05728,740,p093,4,2025-06-09
o05729,318,p146,4,2025-07-14
o05730,1545,p006,5,2024-11-22
o05731,970,p033,1,2026-05-18
o05732,357,p034,4,2024-11-19
o05733,1469,p117,5,2025-01-25
o05734,766,p098,1,2025-04-10
o05735,1240,p021,5,2025-09-04
o05736,24,p195,5,2026-01-26
o05737,1510,p036,1,2025-08-04
o05738,1889,p093,3,2025-02-13
o05739,1288,p031,4,2024-07-19
o05740,1994,p117,3,2025-09-15
o05741,370,p172,2,2026-03-18
o05742,2000,p076,4,2025-04-07
o05743,758,p999,1,2026-05-29
o05744,396,p139,5,2026-02-24
o05745,593,p072,1,2024-11-01
o05746,1650,p036,4,2024-08-01
o05747,1091,p046,2,2025-09-02
o05748,578,p155,4,2024-12-30
o05749,1370,p132,5,2025-03-09
o05750,305,p116,1,2025-04-28
o05751,1083,p185,3,2024-12-14
o05752,1092,p034,1,2025-11-20
o05753,1420,p175,3,2026-02-07
o05754,1528,p125,1,2025-08-14
o05755,1307,p112,5,2025-05-08
o05756,518,p001,5,2025-08-02
o05757,580,p033,3,2025-09-25
o05758,2036,p001,5,2026-05-09
o05759,74,p188,1,2026-02-11
o05760,260,p162,4,2025-11-23
o05761,900,p181,3,2026-03-14
o05762,1680,p071,1,2026-02-27
o05763,1882,p044,2,2025-12-10
o05764,558,p072,4,2025-07-06
o05765,728,p129,2,2024-08-07
o05766,1344,p185,3,2026-05-31
o05767,21,p015,1,2025-12-27
o05768,1989,p134,5,2024-09-20
o05769,749,p042,3,2025-02-12
o05770,1854,p062,1,2025-04-04
o05771,559,p108,1,2025-11-25
o05772,1596,p139,3,2025-02-06
o05773,26,p124,1,2026-02-04
o05774,242,p090,5,2025-08-18
o05775,242,p024,1,2024-07-06
o05776,1523,p001,5,2025-03-23
o05777,730,p119,1,2025-05-22
o05778,353,p081,2,2024-09-13
o05779,1751,p021,1,2026-06-13
o05780,1486,p059,4,2025-06-25
o05781,219,p146,2,2024-11-13
o05782,818,p012,1,2024-12-08
o05783,1894,p019,4,2026-05-20
o05784,1286,p175,1,2024-09-25
o05785,19,p124,3,2026-01-26
o05786,355,p130,5,2025-09-30
o05787,1280,p144,3,2024-12-16
o05788,1201,p059,2,2024-09-21
o05789,1919,p106,5,2024-11-25
o05790,874,p106,3,2026-03-03
o05791,539,p153,3,2024-07-15
o05792,1143,p121,1,2025-07-26
o05793,1694,p188,1,2025-12-07
o05794,579,p122,2,2025-06-24
o05795,1274,p138,1,2025-01-03
o05796,874,p198,1,2025-03-12
o05797,146,p067,3,2024-11-23
o05798,186,p040,3,2024-07-24
o05799,1652,p057,2,2025-04-01
o05800,282,p120,3,2025-03-15
o05801,874,p999,3,2025-10-08
o05802,1794,p066,5,2025-02-15
o05803,992,p087,2,2025-07-28
o05804,1724,p136,1,2024-12-26
o05805,1662,p070,5,2026-04-12
o05806,1784,p010,4,2024-12-08
o05807,1835,p050,5,2024-12-14
o05808,898,p184,3,2026-01-02
o05809,1228,p139,5,2025-09-30
o05810,800,p141,3,2025-10-03
o05811,725,p082,2,2025-11-26
o05812,1568,p162,3,2024-07-25
o05813,1663,p036,5,2024-07-26
o05814,195,p085,3,2025-12-28
o05815,218,p115,4,2026-01-16
o05816,1134,p181,1,2024-09-30
o05817,1612,p093,4,2025-01-05
o05818,1375,p091,1,2026-04-06
o05819,1492,p102,2,2025-11-18
o05820,844,p145,2,2025-04-10
o05821,40,p153,1,2024-08-15
o05822,1366,p197,3,2024-08-11
o05823,439,p011,4,2024-09-19
o05824,1268,p188,1,2025-12-09
o05825,417,p060,1,2025-08-29
o05826,342,p026,4,2026-03-11
o05827,1589,p025,5,2025-04-14
o05828,79,p037,3,2025-03-31
o05829,1209,p181,4,2025-10-16
o05830,1594,p014,2,2026-04-19
o05831,689,p163,1,2025-11-20
o05832,1664,p184,5,2024-09-15
o05833,1520,p060,3,2025-09-20
o05834,1098,p179,1,2025-11-20
o05835,726,p001,1,2024-08-31
o05836,554,p047,4,2025-10-10
o05837,1286,p999,5,2025-07-31
o05838,1464,p016,1,2026-02-23
o05839,647,p107,1,2025-07-07
o05840,324,p082,1,2024-10-05
o05841,1382,p055,2,2025-12-28
o05842,1422,p168,5,2025-05-17
o05843,1064,p113,5,2024-08-22
o05844,1392,p009,4,2025-01-22
o05845,1158,p012,4,2024-07-21
o05846,410,p196,4,2025-04-26
